0	420	x.xx	x.xx	x.xx	215700.0	x.xx	x.xx	x.xx	174.0
0	420	x.xx	x.xx	x.xx	238200.0	x.xx	x.xx	x.xx	172.5
0	420	x.xx	x.xx	x.xx	226600.0	x.xx	x.xx	x.xx	173.2
0	420	x.xx	x.xx	x.xx	293900.0	x.xx	x.xx	x.xx	169.0
0	420	x.xx	x.xx	x.xx	191700.0	x.xx	x.xx	x.xx	176.0
0	420	x.xx	x.xx	x.xx	247900.0	x.xx	x.xx	x.xx	171.8
0	420	x.xx	x.xx	x.xx	259600.0	x.xx	x.xx	x.xx	171.0
420	550	x.xx	x.xx	x.xx	276000.0	x.xx	x.xx	x.xx	178.6
420	550	x.xx	x.xx	x.xx	261700.0	x.xx	x.xx	x.xx	181.5
420	550	x.xx	x.xx	x.xx	305600.0	x.xx	x.xx	x.xx	172.5
420	550	x.xx	x.xx	x.xx	348300.0	x.xx	x.xx	x.xx	163.5
420	550	x.xx	x.xx	x.xx	317900.0	x.xx	x.xx	x.xx	169.7
420	550	x.xx	x.xx	x.xx	291100.0	x.xx	x.xx	x.xx	175.3
420	550	x.xx	x.xx	x.xx	336900.0	x.xx	x.xx	x.xx	166.4
550	810	x.xx	x.xx	x.xx	170800.0	x.xx	x.xx	x.xx	177.4
550	810	x.xx	x.xx	x.xx	188100.0	x.xx	x.xx	x.xx	167.6
550	810	x.xx	x.xx	x.xx	179600.0	x.xx	x.xx	x.xx	172.5
550	810	x.xx	x.xx	x.xx	199300.0	x.xx	x.xx	x.xx	160.1
550	810	x.xx	x.xx	x.xx	159000.0	x.xx	x.xx	x.xx	184.9
810	13000	x.xx	x.xx	x.xx	49100.0	x.xx	x.xx	x.xx	165.5
810	13000	x.xx	x.xx	x.xx	45080.0	x.xx	x.xx	x.xx	179.5
810	13000	x.xx	x.xx	x.xx	40840.0	x.xx	x.xx	x.xx	196.5
810	13000	x.xx	x.xx	x.xx	55040.0	x.xx	x.xx	x.xx	148.5
810	13000	x.xx	x.xx	x.xx	47840.0	x.xx	x.xx	x.xx	172.5
