0	420	247.48328929151205	240.81154878620575	248.12813889424072	161.5
420	550	296.46869054999854	283.83029045854283	302.5948576147865	160.0
550	810	170.6897200537164	160.41848167181806	177.302076037737	158.0
810	13000	45.53376096902875	41.95883449858717	48.476909504622874	146.0

0	420	280.4523277156926	270.51145982654657	282.53208782158543	159.0
420	550	324.838416101820	310.25028620499035	332.7323592316772	154.0
550	810	183.8643691150073	173.138093816247	190.91528002887722	149.0

0	420	262.590930500128	253.43587217408484	264.2207895268095	160.2
420	550	311.21444406137726	299.77591834453085	315.90411997068213	156.1
550	810	179.34017875368397	168.42142459069197	187.2313057787982	152.9
810	13000	49.73931157431286	45.54216210301862	53.36337040443156	134.9

0	420	215.12253388926896	205.1749198436808	217.8109229292933	163.5
420	550	280.0185234482635	269.25871009526276	284.3495750388625	163.4
550	810	163.88622686485016	154.093250238814	170.93464717666254	163.1
810	13000	39.96032739261933	36.99090837435559	42.324734918595766	166.5

420	550	347.09017326037366	331.32170133701504	355.56365517907454	149.4
550	810	197.49460402608582	184.44652617008518	207.38526190033855	143.1
810	13000	52.65385539493304	48.132895262667084	56.67149041042722	126.5

0	420	222.62105200130063	214.77464799310357	224.73916468009529	163.0
420	550	291.2041554842213	280.212672463646	299.3655024630948	161.0
550	810	172.08596853472997	161.98532437667274	178.9318412383803	157.0
810	13000	46.82104100289167	43.01693573009481	50.077387649253836	143.0

0	420	237.35818836485828	227.95768616642806	239.1391478131497	162.0
420	550	301.6767075889237	288.94643438787483	308.1633880593966	159.0
550	810	175.8390137973251	165.24823577100545	183.38934059887617	155.0
810	13000	47.49198365800192	43.647855275323224	50.762609584287205	140.0

0	420	253.12525066363597	243.1093951771774	255.20766888139775	160.8
420	550	307.15231912175426	294.4302380866353	314.31979835985436	157.5
550	810	181.28093400516832	170.32013699625023	189.21729246817247	151.5
810	13000	51.37121100281088	46.98522435402727	55.2885526939823	130.0

0	420	269.4121672023473	257.28625808242913	272.27449194186613	159.5
420	550	320.7358121415054	306.89552894732543	328.1461599125446	155.0
550	810	184.6606693733845	173.2037008729769	193.0206914378333	150.0
810	13000	55.61462649235794	50.64198439557935	60.203077152045296	120.0
